obj1,obj2,similarity
boat_5,guitar_5_30,32.57504963836557
boat_5,lamp_1_30,24.802489115622148
boat_5,lamp_2_30,32.6352364351855
boat_5,lamp_3_30,29.43210789904346
boat_5,lamp_4_30,38.16109645323902
boat_5,lamp_5_30,30.59499025931192
camera_1,camera_2_30,18.047940247004632
camera_1,camera_3_30,19.51197213547399
camera_1,camera_4_30,15.04516555061711
camera_1,camera_5_30,22.90458304934105
camera_1,car_1_30,27.153755714697496
camera_1,car_2_30,24.842862075989217
camera_1,car_3_30,23.90411688354797
camera_1,car_4_30,33.091409684987674
camera_1,car_5_30,23.771262526457868
camera_1,guitar_1_30,35.95001739359341
camera_1,guitar_2_30,34.38529074985921
camera_1,guitar_3_30,38.30835909765817
camera_1,guitar_4_30,35.89382360710199
camera_1,guitar_5_30,37.61352219528447
camera_1,lamp_1_30,27.02111851740831
camera_1,lamp_2_30,25.044852921191364
camera_1,lamp_3_30,29.59541813608938
camera_1,lamp_4_30,34.282207387118824
camera_1,lamp_5_30,25.391489911221633
camera_2,camera_3_30,8.003620180344022
camera_2,camera_4_30,12.836061310541492
camera_2,camera_5_30,14.46012896877118
camera_2,car_1_30,18.13804891086453
camera_2,car_2_30,20.773785888534665
camera_2,car_3_30,20.514615276797315
camera_2,car_4_30,21.896284721527422
camera_2,car_5_30,20.325826546701826
camera_2,guitar_1_30,33.58575497717531
camera_2,guitar_2_30,36.54444659105093
camera_2,guitar_3_30,38.37503101893582
camera_2,guitar_4_30,38.60689214453039
camera_2,guitar_5_30,38.89114472071951
camera_2,lamp_1_30,24.48676454608983
camera_2,lamp_2_30,30.242961995465627
camera_2,lamp_3_30,32.32809329398441
camera_2,lamp_4_30,34.46771844630334
camera_2,lamp_5_30,28.60423894414724
camera_3,camera_4_30,8.966816745386453
camera_3,camera_5_30,11.313358879566088
camera_3,car_1_30,19.869226534710535
camera_3,car_2_30,18.682069845809867
camera_3,car_3_30,17.874858909567156
camera_3,car_4_30,18.785962684088215
camera_3,car_5_30,20.112660957170398
camera_3,guitar_1_30,41.370802591684495
camera_3,guitar_2_30,43.82560291716388
camera_3,guitar_3_30,47.746793696690986
camera_3,guitar_4_30,45.38689391964473
camera_3,guitar_5_30,46.91469958211462
camera_3,lamp_1_30,29.645978370131484
camera_3,lamp_2_30,33.69190038121537
camera_3,lamp_3_30,34.97323456006241
camera_3,lamp_4_30,40.26870818157185
camera_3,lamp_5_30,32.94954508899704
camera_4,camera_5_30,11.867355942421234
camera_4,car_1_30,20.65577526158334
camera_4,car_2_30,20.25473209003463
camera_4,car_3_30,19.564591524404968
camera_4,car_4_30,24.135809858196225
camera_4,car_5_30,19.850419641188473
camera_4,guitar_1_30,29.48802924702708
camera_4,guitar_2_30,30.42834747246299
camera_4,guitar_3_30,33.42087139747336
camera_4,guitar_4_30,31.9617426803474
camera_4,guitar_5_30,32.709043827239014
camera_4,lamp_1_30,23.02084960529182
camera_4,lamp_2_30,25.4995788439227
camera_4,lamp_3_30,25.35517332557442
camera_4,lamp_4_30,30.46517249309496
camera_4,lamp_5_30,24.189581360146512
camera_5,car_1_30,11.76992993124866
camera_5,car_2_30,15.417777448430268
camera_5,car_3_30,15.040759793062845
camera_5,car_4_30,14.375896933211822
camera_5,car_5_30,17.167887573249086
camera_5,guitar_1_30,20.0290477069706
camera_5,guitar_2_30,20.478437305689052
camera_5,guitar_3_30,24.269539101659696
camera_5,guitar_4_30,21.701880226169855
camera_5,guitar_5_30,22.232075093561093
camera_5,lamp_1_30,20.229194110212717
camera_5,lamp_2_30,26.753803386244783
camera_5,lamp_3_30,18.104709859030876
camera_5,lamp_4_30,29.10906007430242
camera_5,lamp_5_30,25.595018670407498
car_1,car_2_30,6.125064540038148
car_1,car_3_30,9.452426604750691
car_1,car_4_30,10.639132278097666
car_1,car_5_30,15.577951354569894
car_1,guitar_1_30,27.938397668208513
car_1,guitar_2_30,28.590461084737015
car_1,guitar_3_30,31.335512291774005
car_1,guitar_4_30,29.494576570625284
car_1,guitar_5_30,31.658546238815866
car_1,lamp_1_30,34.308364108753565
car_1,lamp_2_30,33.181801911893274
car_1,lamp_3_30,27.216367821579027
car_1,lamp_4_30,39.88486628788222
car_1,lamp_5_30,34.23434196147293
car_2,car_3_30,4.78721500330215
car_2,car_4_30,9.035414452195063
car_2,car_5_30,12.7503858209218
car_2,guitar_1_30,34.90251335598048
car_2,guitar_2_30,35.00230078235607
car_2,guitar_3_30,38.32403606503884
car_2,guitar_4_30,36.12332485575679
car_2,guitar_5_30,38.31409783871335
car_2,lamp_1_30,37.33407985834543
car_2,lamp_2_30,32.69701602400717
car_2,lamp_3_30,31.006211485337005
car_2,lamp_4_30,41.581558812571856
car_2,lamp_5_30,33.13070603595902
car_3,car_4_30,9.065778424866966
car_3,car_5_30,9.072637000406946
car_3,guitar_1_30,32.45295779270964
car_3,guitar_2_30,32.25482714657164
car_3,guitar_3_30,36.24126407530649
car_3,guitar_4_30,33.50727396621182
car_3,guitar_5_30,35.97015572437347
car_3,lamp_1_30,36.24981327744037
car_3,lamp_2_30,33.195147245543
car_3,lamp_3_30,31.68511490103608
car_3,lamp_4_30,39.588568047360155
car_3,lamp_5_30,33.4801873831416
car_4,car_5_30,9.341327784457606
car_4,guitar_1_30,35.09858592887918
car_4,guitar_2_30,35.390815290624886
car_4,guitar_3_30,37.670885213199185
car_4,guitar_4_30,36.62259642768774
car_4,guitar_5_30,37.937415645827286
car_4,lamp_1_30,38.43171712507858
car_4,lamp_2_30,40.513582832638384
car_4,lamp_3_30,33.388635286455184
car_4,lamp_4_30,43.89080959246168
car_4,lamp_5_30,41.24508986486762
car_5,guitar_1_30,27.738448527496473
car_5,guitar_2_30,28.490664974369096
car_5,guitar_3_30,28.924815505291576
car_5,guitar_4_30,29.590201667174004
car_5,guitar_5_30,29.770435289524862
car_5,lamp_1_30,31.052189709915652
car_5,lamp_2_30,29.241708399694996
car_5,lamp_3_30,28.672306319263697
car_5,lamp_4_30,33.936923286416146
car_5,lamp_5_30,29.625370381140346
guitar_1,guitar_2_30,5.149758787822269
guitar_1,guitar_3_30,7.223437739805936
guitar_1,guitar_4_30,5.198491260245006
guitar_1,guitar_5_30,5.4031974332592485
guitar_1,lamp_1_30,20.68706696739563
guitar_1,lamp_2_30,22.144603030381223
guitar_1,lamp_3_30,12.63954958822269
guitar_1,lamp_4_30,26.21478794826989
guitar_1,lamp_5_30,24.036978708109267
guitar_2,guitar_3_30,5.781445042446547
guitar_2,guitar_4_30,2.368724891070416
guitar_2,guitar_5_30,3.0664876315930476
guitar_2,lamp_1_30,23.16507078046692
guitar_2,lamp_2_30,20.678348742068305
guitar_2,lamp_3_30,9.719616285981738
guitar_2,lamp_4_30,26.840462706056567
guitar_2,lamp_5_30,23.03948265667524
guitar_3,guitar_4_30,4.792457837828216
guitar_3,guitar_5_30,5.554328413270969
guitar_3,lamp_1_30,23.650638763897458
guitar_3,lamp_2_30,17.79697286410286
guitar_3,lamp_3_30,10.783335868158673
guitar_3,lamp_4_30,26.318494628436795
guitar_3,lamp_5_30,19.717091457845733
guitar_4,guitar_5_30,2.1367334295207083
guitar_4,lamp_1_30,24.325489130142525
guitar_4,lamp_2_30,21.52404458730123
guitar_4,lamp_3_30,10.977928231691262
guitar_4,lamp_4_30,26.517197790299907
guitar_4,lamp_5_30,23.72142107118934
guitar_5,lamp_1_30,21.798140593840625
guitar_5,lamp_2_30,21.594494600857526
guitar_5,lamp_3_30,11.699206390918684
guitar_5,lamp_4_30,24.64575597526433
guitar_5,lamp_5_30,22.90138280375692
lamp_1,lamp_2_30,21.617426462683266
lamp_1,lamp_3_30,25.551142515391412
lamp_1,lamp_4_30,19.52687722672061
lamp_1,lamp_5_30,18.974623632083684
lamp_2,lamp_3_30,17.22803997043583
lamp_2,lamp_4_30,24.045715883138453
lamp_2,lamp_5_30,6.573616263073848
lamp_3,lamp_4_30,32.56702708794912
lamp_3,lamp_5_30,16.824369080138926
lamp_4,lamp_5_30,21.786033957632192
